市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,au1706,2017-02-08 21:10:21.000,278.5000,325136,0,1671000.0000,6.0000,3,3,多换,B,278.4500,278.5000,44,73
sc,au1706,2017-02-08 21:10:21.500,278.5000,325146,10,3342000.0000,12.0000,11,1,多开,B,278.4500,278.5000,48,68
sc,au1706,2017-02-08 21:10:26.000,278.5000,325144,-2,2227900.0000,8.0000,3,5,空平,B,278.4500,278.5000,55,60
sc,au1706,2017-02-08 21:10:26.500,278.5000,325144,0,3899000.0000,14.0000,7,7,多换,B,278.4500,278.5000,55,53
sc,au1706,2017-02-08 21:10:27.000,278.5000,325172,28,15595900.0000,56.0000,42,14,多开,B,278.4500,278.5000,55,26
sc,au1706,2017-02-08 21:10:28.000,278.5000,325164,-8,3898800.0000,14.0000,3,11,空平,B,278.4500,278.5000,51,21
sc,au1706,2017-02-08 21:10:29.000,278.5000,325164,0,2228000.0000,8.0000,4,4,多换,B,278.4500,278.5000,51,20
sc,au1706,2017-02-08 21:10:29.500,278.5000,325158,-6,1671000.0000,6.0000,0,6,双平,B,278.4500,278.5000,51,17
sc,au1706,2017-02-08 21:10:30.000,278.5000,325152,-6,1671000.0000,6.0000,0,6,双平,B,278.4500,278.5000,51,15
sc,au1706,2017-02-08 21:10:30.500,278.5000,325146,-6,2228000.0000,8.0000,1,7,空平,B,278.4500,278.5000,47,11
sc,au1706,2017-02-08 21:10:31.000,278.5000,325144,-2,11697000.0000,42.0000,20,22,空平,B,278.5000,278.5500,3,137
sc,au1706,2017-02-08 21:10:31.500,278.5000,325144,0,2785000.0000,10.0000,5,5,多换,B,278.4500,278.5000,47,6
sc,au1706,2017-02-08 21:10:32.000,278.4500,325144,0,1113900.0000,4.0000,2,2,空换,S,278.4500,278.5500,46,138
sc,au1706,2017-02-08 21:10:32.500,278.5500,325146,2,557100.0000,2.0000,2,0,双开,B,278.4500,278.5500,42,137
sc,au1706,2017-02-08 21:10:34.000,278.5000,325146,0,1114000.0000,4.0000,2,2,空换,S,278.4500,278.5000,44,10
sc,au1706,2017-02-08 21:10:34.500,278.5000,325144,-2,1113900.0000,4.0000,1,3,多平,S,278.5000,278.5500,2,137
sc,au1706,2017-02-08 21:10:35.000,278.5000,325142,-2,557000.0000,2.0000,0,2,双平,S,278.5000,278.5500,3,137
sc,au1706,2017-02-08 21:10:36.000,278.5000,325142,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,2,126
sc,au1706,2017-02-08 21:10:36.500,278.5500,325142,0,557100.0000,2.0000,1,1,多换,B,278.5000,278.5500,2,124
sc,au1706,2017-02-08 21:10:38.500,278.5000,325142,0,1114000.0000,4.0000,2,2,空换,S,278.5000,278.5500,30,91
sc,au1706,2017-02-08 21:10:39.500,278.5000,325142,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,32,92
sc,au1706,2017-02-08 21:10:40.000,278.5000,325138,-4,1114000.0000,4.0000,0,4,双平,S,278.5000,278.5500,33,92
sc,au1706,2017-02-08 21:10:40.500,278.5000,325138,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,38,84
sc,au1706,2017-02-08 21:10:42.000,278.5000,325138,0,1114100.0000,4.0000,2,2,空换,S,278.5000,278.5500,50,83
sc,au1706,2017-02-08 21:10:42.500,278.5500,325140,2,557100.0000,2.0000,2,0,双开,B,278.5000,278.5500,51,82
sc,au1706,2017-02-08 21:10:45.500,278.5000,325138,-2,557000.0000,2.0000,0,2,双平,S,278.5000,278.5500,52,84
sc,au1706,2017-02-08 21:10:49.500,278.5000,325138,0,6127000.0000,22.0000,11,11,空换,S,278.5000,278.5500,33,86
sc,au1706,2017-02-08 21:10:51.000,278.5000,325138,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,27,87
sc,au1706,2017-02-08 21:10:53.000,278.5000,325138,0,6127000.0000,22.0000,11,11,空换,S,278.5000,278.5500,16,88
sc,au1706,2017-02-08 21:10:54.000,278.5500,325138,0,557100.0000,2.0000,1,1,多换,B,278.5000,278.5500,24,87
sc,au1706,2017-02-08 21:10:54.500,278.5000,325138,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,23,87
sc,au1706,2017-02-08 21:10:55.000,278.5500,325138,0,557100.0000,2.0000,1,1,多换,B,278.5000,278.5500,23,94
sc,au1706,2017-02-08 21:10:58.000,278.5500,325138,0,1114100.0000,4.0000,2,2,多换,B,278.5000,278.5500,28,102
sc,au1706,2017-02-08 21:10:59.500,278.5000,325200,62,23951300.0000,86.0000,74,12,空开,S,278.4500,278.5000,49,2
sc,au1706,2017-02-08 21:11:01.000,278.5000,325198,-2,557000.0000,2.0000,0,2,双平,S,278.4500,278.5000,46,14
sc,au1706,2017-02-08 21:11:02.000,278.5000,325198,0,557000.0000,2.0000,1,1,空换,S,278.4500,278.5000,46,34
sc,au1706,2017-02-08 21:11:03.000,278.5000,325200,2,557000.0000,2.0000,2,0,双开,S,278.4500,278.5000,44,43
sc,au1706,2017-02-08 21:11:04.000,278.5000,325206,6,1671000.0000,6.0000,6,0,双开,S,278.4500,278.5000,44,53
sc,au1706,2017-02-08 21:11:04.500,278.4500,325208,2,556900.0000,2.0000,2,0,双开,S,278.4500,278.5000,43,54
sc,au1706,2017-02-08 21:11:05.000,278.5000,325208,0,1114000.0000,4.0000,2,2,多换,B,278.4500,278.5000,44,52
sc,au1706,2017-02-08 21:11:06.500,278.5000,325210,2,557000.0000,2.0000,2,0,双开,B,278.4500,278.5000,44,51
sc,au1706,2017-02-08 21:11:07.500,278.5000,325210,0,557000.0000,2.0000,1,1,多换,B,278.4500,278.5000,43,39
sc,au1706,2017-02-08 21:11:08.500,278.4500,325212,2,1670900.0000,6.0000,4,2,空开,S,278.4500,278.5000,45,39
sc,au1706,2017-02-08 21:11:10.000,278.5000,325214,2,557000.0000,2.0000,2,0,双开,B,278.4500,278.5000,43,38
sc,au1706,2017-02-08 21:11:11.500,278.5000,325214,0,557000.0000,2.0000,1,1,多换,B,278.4500,278.5000,43,37
sc,au1706,2017-02-08 21:11:14.000,278.4500,325214,0,556900.0000,2.0000,1,1,空换,S,278.4500,278.5000,41,39
sc,au1706,2017-02-08 21:11:14.500,278.4500,325210,-4,5012100.0000,18.0000,7,11,多平,S,278.4500,278.5000,32,40
sc,au1706,2017-02-08 21:11:15.000,278.4500,325210,0,556900.0000,2.0000,1,1,空换,S,278.4500,278.5000,31,41
sc,au1706,2017-02-08 21:11:18.500,278.5000,325210,0,557000.0000,2.0000,1,1,多换,B,278.4500,278.5000,27,46
sc,au1706,2017-02-08 21:11:20.000,278.5000,325210,0,1671000.0000,6.0000,3,3,多换,B,278.4500,278.5000,27,43
sc,au1706,2017-02-08 21:11:21.000,278.4500,325210,0,1113800.0000,4.0000,2,2,空换,S,278.4500,278.5000,25,44
sc,au1706,2017-02-08 21:11:22.500,278.4500,325212,2,556900.0000,2.0000,2,0,双开,S,278.4500,278.5000,25,45
sc,au1706,2017-02-08 21:11:23.000,278.5000,325212,0,2785000.0000,10.0000,5,5,多换,B,278.4500,278.5000,25,40
sc,au1706,2017-02-08 21:11:24.000,278.4500,325218,6,1670900.0000,6.0000,6,0,双开,S,278.4500,278.5000,24,38
sc,au1706,2017-02-08 21:11:25.000,278.4500,325222,4,1113800.0000,4.0000,4,0,双开,S,278.4500,278.5000,24,38
sc,au1706,2017-02-08 21:11:31.000,278.4500,325234,12,10024200.0000,36.0000,24,12,空开,S,278.4000,278.4500,58,9
sc,au1706,2017-02-08 21:11:31.500,278.4500,325238,4,6125900.0000,22.0000,13,9,空开,S,278.4000,278.5000,66,99
sc,au1706,2017-02-08 21:11:32.000,278.4000,325236,-2,1113600.0000,4.0000,1,3,多平,S,278.4000,278.4500,64,1
sc,au1706,2017-02-08 21:11:32.500,278.5000,325232,-4,1670900.0000,6.0000,1,5,空平,B,278.4500,278.5000,5,97
sc,au1706,2017-02-08 21:11:33.500,278.5000,325232,0,557000.0000,2.0000,1,1,多换,B,278.4500,278.5000,7,98
sc,au1706,2017-02-08 21:11:35.500,278.4500,325234,2,4455200.0000,16.0000,9,7,空开,S,278.4000,278.4500,65,1
sc,au1706,2017-02-08 21:11:36.000,278.4500,325238,4,1113800.0000,4.0000,4,0,双开,S,278.4500,278.5000,6,109
sc,au1706,2017-02-08 21:11:37.500,278.4500,325232,-6,1670700.0000,6.0000,0,6,双平,S,278.4500,278.5000,5,109
sc,au1706,2017-02-08 21:11:38.000,278.4500,325232,0,3341400.0000,12.0000,6,6,空换,S,278.4000,278.4500,67,2
sc,au1706,2017-02-08 21:11:38.500,278.5000,325228,-4,2227700.0000,8.0000,2,6,空平,B,278.4000,278.5000,67,108
sc,au1706,2017-02-08 21:11:40.000,278.4500,325228,0,1113800.0000,4.0000,2,2,空换,S,278.4500,278.5000,6,108
sc,au1706,2017-02-08 21:11:40.500,278.4500,325226,-2,1113800.0000,4.0000,1,3,多平,S,278.4500,278.5000,6,109
sc,au1706,2017-02-08 21:11:42.500,278.4500,325222,-4,1670700.0000,6.0000,1,5,多平,S,278.4500,278.5000,3,110
sc,au1706,2017-02-08 21:11:43.500,278.4500,325220,-2,556900.0000,2.0000,0,2,双平,S,278.4500,278.5000,2,111
sc,au1706,2017-02-08 21:11:45.000,278.4500,325220,0,556900.0000,2.0000,1,1,空换,S,278.4500,278.5000,1,111
sc,au1706,2017-02-08 21:11:46.000,278.4500,325218,-2,556900.0000,2.0000,0,2,双平,S,278.4000,278.4500,67,8
sc,au1706,2017-02-08 21:11:46.500,278.4500,325206,-12,4455000.0000,16.0000,2,14,多平,S,278.4000,278.4500,66,16
sc,au1706,2017-02-08 21:11:47.000,278.4500,325204,-2,3341400.0000,12.0000,5,7,多平,S,278.4000,278.4500,71,11
sc,au1706,2017-02-08 21:11:47.500,278.4500,325204,0,1670700.0000,6.0000,3,3,空换,S,278.4000,278.4500,70,32
sc,au1706,2017-02-08 21:11:48.000,278.4500,325200,-4,2227600.0000,8.0000,2,6,多平,S,278.4000,278.4500,70,29
sc,au1706,2017-02-08 21:11:49.500,278.4500,325198,-2,556900.0000,2.0000,0,2,双平,S,278.4000,278.4500,70,28
sc,au1706,2017-02-08 21:11:51.000,278.4000,325198,0,556800.0000,2.0000,1,1,空换,S,278.4000,278.4500,68,36
sc,au1706,2017-02-08 21:11:51.500,278.4000,325198,0,556800.0000,2.0000,1,1,空换,S,278.4000,278.4500,67,36
sc,au1706,2017-02-08 21:11:54.000,278.4500,325196,-2,556900.0000,2.0000,0,2,双平,B,278.4000,278.4500,67,37
sc,au1706,2017-02-08 21:11:57.500,278.4500,325196,0,2227600.0000,8.0000,4,4,多换,B,278.4000,278.4500,92,33
sc,au1706,2017-02-08 21:11:58.000,278.4500,325204,8,2784500.0000,10.0000,9,1,多开,B,278.4000,278.4500,93,12
sc,au1706,2017-02-08 21:11:58.500,278.4500,325186,-18,6682800.0000,24.0000,3,21,空平,B,278.4500,278.5000,59,105
sc,au1706,2017-02-08 21:11:59.000,278.5000,325186,0,557000.0000,2.0000,1,1,多换,B,278.4500,278.5000,68,108
sc,au1706,2017-02-08 21:12:03.500,278.4500,325184,-2,556900.0000,2.0000,0,2,双平,S,278.4500,278.5000,73,97
sc,au1706,2017-02-08 21:12:06.500,278.5000,325184,0,557000.0000,2.0000,1,1,多换,B,278.4500,278.5000,83,93
sc,au1706,2017-02-08 21:12:09.000,278.4500,325184,0,556900.0000,2.0000,1,1,空换,S,278.4500,278.5000,95,95
sc,au1706,2017-02-08 21:12:11.000,278.5000,325194,10,25065000.0000,90.0000,50,40,多开,B,278.4500,278.5000,102,41
sc,au1706,2017-02-08 21:12:11.500,278.5000,325262,68,23951000.0000,86.0000,77,9,多开,B,278.5000,278.5500,17,136
sc,au1706,2017-02-08 21:12:12.000,278.5500,325266,4,1114200.0000,4.0000,4,0,双开,B,278.5000,278.5500,9,139
sc,au1706,2017-02-08 21:12:12.500,278.5000,325264,-2,557000.0000,2.0000,0,2,双平,S,278.5000,278.5500,25,141
sc,au1706,2017-02-08 21:12:14.500,278.5000,325262,-2,557000.0000,2.0000,0,2,双平,S,278.5000,278.5500,32,139
sc,au1706,2017-02-08 21:12:15.000,278.5000,325262,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,31,139
sc,au1706,2017-02-08 21:12:17.000,278.5000,325260,-2,557000.0000,2.0000,0,2,双平,S,278.5000,278.5500,39,141
sc,au1706,2017-02-08 21:12:18.000,278.5000,325250,-10,2785000.0000,10.0000,0,10,双平,S,278.5000,278.5500,23,136
sc,au1706,2017-02-08 21:12:19.000,278.5000,325250,0,3342000.0000,12.0000,6,6,空换,S,278.5000,278.5500,16,136
sc,au1706,2017-02-08 21:12:19.500,278.5000,325272,22,8912000.0000,32.0000,27,5,空开,S,278.4500,278.5000,104,34
sc,au1706,2017-02-08 21:12:22.500,278.5000,325272,0,557000.0000,2.0000,1,1,空换,S,278.4500,278.5000,104,36
sc,au1706,2017-02-08 21:12:23.000,278.5000,325274,2,557000.0000,2.0000,2,0,双开,S,278.4500,278.5000,104,35
sc,au1706,2017-02-08 21:12:25.000,278.4500,325314,40,11696900.0000,42.0000,41,1,空开,S,278.4500,278.5000,103,15
sc,au1706,2017-02-08 21:12:26.000,278.5000,325342,28,8355000.0000,30.0000,29,1,多开,B,278.5000,278.5500,20,124
sc,au1706,2017-02-08 21:12:27.000,278.5000,325344,2,557000.0000,2.0000,2,0,双开,B,278.5000,278.5500,11,124
sc,au1706,2017-02-08 21:12:29.500,278.5000,325344,0,1114000.0000,4.0000,2,2,多换,B,278.5000,278.5500,15,124
sc,au1706,2017-02-08 21:12:30.500,278.5000,325344,0,1114000.0000,4.0000,2,2,多换,B,278.5000,278.5500,13,125
sc,au1706,2017-02-08 21:12:31.000,278.5500,325356,12,3342500.0000,12.0000,12,0,双开,B,278.5000,278.5500,13,125
sc,au1706,2017-02-08 21:12:32.000,278.5000,325356,0,1671000.0000,6.0000,3,3,空换,S,278.5000,278.5500,12,133
sc,au1706,2017-02-08 21:12:32.500,278.5000,325350,-6,6684000.0000,24.0000,9,15,多平,S,278.4500,278.5000,104,8
sc,au1706,2017-02-08 21:12:33.000,278.5500,325350,0,1671100.0000,6.0000,3,3,多换,B,278.5000,278.5500,11,134
sc,au1706,2017-02-08 21:12:37.500,278.5500,325416,66,18384300.0000,66.0000,66,0,双开,B,278.5000,278.5500,38,102
sc,au1706,2017-02-08 21:12:38.000,278.5000,325416,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,39,100
sc,au1706,2017-02-08 21:12:39.000,278.5500,325424,8,2228100.0000,8.0000,8,0,双开,B,278.5000,278.5500,39,99
sc,au1706,2017-02-08 21:12:41.000,278.5000,325428,4,1114100.0000,4.0000,4,0,双开,S,278.5000,278.5500,38,103
sc,au1706,2017-02-08 21:12:44.000,278.5000,325428,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,47,103
sc,au1706,2017-02-08 21:12:48.500,278.5500,325428,0,557100.0000,2.0000,1,1,多换,B,278.5000,278.5500,63,105
sc,au1706,2017-02-08 21:12:50.500,278.5000,325428,0,557000.0000,2.0000,1,1,空换,S,278.5000,278.5500,70,105
sc,au1706,2017-02-08 21:12:51.000,278.5500,325428,0,557100.0000,2.0000,1,1,多换,B,278.5000,278.5500,70,103
sc,au1706,2017-02-08 21:12:52.500,278.5500,325430,2,557100.0000,2.0000,2,0,双开,B,278.5000,278.5500,90,93
sc,au1706,2017-02-08 21:12:53.000,278.5500,325396,-34,27855000.0000,100.0000,33,67,空平,B,278.5000,278.5500,104,43
sc,au1706,2017-02-08 21:12:53.500,278.5500,325422,26,9470700.0000,34.0000,30,4,多开,B,278.5000,278.5500,107,26
sc,au1706,2017-02-08 21:12:54.000,278.5500,325418,-4,14484600.0000,52.0000,24,28,空平,B,278.5500,278.6000,1,81
sc,au1706,2017-02-08 21:12:56.000,278.6000,325416,-2,4457600.0000,16.0000,7,9,空平,B,278.5500,278.6000,69,62
sc,au1706,2017-02-08 21:12:56.500,278.6000,325428,12,4457600.0000,16.0000,14,2,多开,B,278.5500,278.6000,79,53
sc,au1706,2017-02-08 21:12:57.000,278.6000,325424,-4,2228800.0000,8.0000,2,6,空平,B,278.5500,278.6000,79,49
sc,au1706,2017-02-08 21:12:57.500,278.5500,325426,2,557100.0000,2.0000,2,0,双开,S,278.5500,278.6000,78,49
sc,au1706,2017-02-08 21:12:58.000,278.5500,325428,2,557100.0000,2.0000,2,0,双开,S,278.5500,278.6000,77,51
sc,au1706,2017-02-08 21:12:58.500,278.6000,325426,-2,1114400.0000,4.0000,1,3,空平,B,278.5500,278.6000,77,49
sc,au1706,2017-02-08 21:12:59.000,278.5500,325426,0,1114200.0000,4.0000,2,2,空换,S,278.5500,278.6000,75,49
sc,au1706,2017-02-08 21:13:00.500,278.6000,325418,-8,12258300.0000,44.0000,18,26,空平,B,278.5500,278.6000,74,36
sc,au1706,2017-02-08 21:13:01.500,278.6000,325418,0,3343200.0000,12.0000,6,6,多换,B,278.5500,278.6000,87,26
sc,au1706,2017-02-08 21:13:03.000,278.6000,325420,2,557200.0000,2.0000,2,0,双开,B,278.5500,278.6000,88,25
sc,au1706,2017-02-08 21:13:03.500,278.6000,325420,0,557200.0000,2.0000,1,1,多换,B,278.5500,278.6000,88,24
sc,au1706,2017-02-08 21:13:04.000,278.6000,325422,2,557200.0000,2.0000,2,0,双开,B,278.5500,278.6000,88,23
sc,au1706,2017-02-08 21:13:04.500,278.6000,325426,4,3343200.0000,12.0000,8,4,多开,B,278.5500,278.6000,89,17
sc,au1706,2017-02-08 21:13:05.000,278.6000,325424,-2,3343200.0000,12.0000,5,7,空平,B,278.5500,278.6000,85,11
sc,au1706,2017-02-08 21:13:05.500,278.6500,325434,10,8358400.0000,30.0000,20,10,多开,B,278.6000,278.6500,5,111
sc,au1706,2017-02-08 21:13:06.000,278.6500,325412,-22,8916000.0000,32.0000,5,27,空平,B,278.6000,278.6500,18,106
sc,au1706,2017-02-08 21:13:06.500,278.6000,325414,2,1114400.0000,4.0000,3,1,空开,S,278.6000,278.6500,18,106
sc,au1706,2017-02-08 21:13:07.000,278.6000,325416,2,2228800.0000,8.0000,5,3,空开,S,278.6000,278.6500,17,106
sc,au1706,2017-02-08 21:13:08.000,278.6500,325414,-2,557300.0000,2.0000,0,2,双平,B,278.6000,278.6500,15,106
sc,au1706,2017-02-08 21:13:08.500,278.6000,325416,2,557200.0000,2.0000,2,0,双开,S,278.6000,278.6500,14,106
sc,au1706,2017-02-08 21:13:09.500,278.6500,325416,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,14,105
sc,au1706,2017-02-08 21:13:10.000,278.6000,325418,2,557200.0000,2.0000,2,0,双开,S,278.6000,278.6500,18,105
sc,au1706,2017-02-08 21:13:10.500,278.6000,325420,2,557200.0000,2.0000,2,0,双开,S,278.6000,278.6500,17,105
sc,au1706,2017-02-08 21:13:13.000,278.6000,325412,-8,2786000.0000,10.0000,1,9,多平,S,278.6000,278.6500,22,107
sc,au1706,2017-02-08 21:13:13.500,278.6500,325412,0,557300.0000,2.0000,1,1,多换,B,278.6000,278.6500,22,106
sc,au1706,2017-02-08 21:13:14.000,278.6000,325398,-14,6686500.0000,24.0000,5,19,多平,S,278.6000,278.6500,11,101
sc,au1706,2017-02-08 21:13:14.500,278.6000,325394,-4,6129200.0000,22.0000,9,13,多平,S,278.5500,278.6000,72,29
sc,au1706,2017-02-08 21:13:15.000,278.6000,325390,-4,1114400.0000,4.0000,0,4,双平,S,278.5500,278.6000,77,21
sc,au1706,2017-02-08 21:13:15.500,278.6000,325388,-2,557200.0000,2.0000,0,2,双平,S,278.5500,278.6000,66,23
sc,au1706,2017-02-08 21:13:16.500,278.6000,325384,-4,2786000.0000,10.0000,3,7,多平,S,278.5500,278.6000,68,29
sc,au1706,2017-02-08 21:13:17.500,278.6000,325386,2,557200.0000,2.0000,2,0,双开,S,278.5500,278.6000,55,43
sc,au1706,2017-02-08 21:13:19.000,278.5500,325392,6,1671400.0000,6.0000,6,0,双开,S,278.5500,278.6000,48,43
sc,au1706,2017-02-08 21:13:20.000,278.5500,325416,24,6685200.0000,24.0000,24,0,双开,S,278.5500,278.6000,39,32
sc,au1706,2017-02-08 21:13:20.500,278.5500,325418,2,557100.0000,2.0000,2,0,双开,S,278.5500,278.6000,41,33
